stable_id,topic_id,topic_group,knowledge_point,year,exam_time,question_number,question_summary,topic_priority,review_status,practice_count,last_practiced,source_pdf,source_page,source_text_file,source_image,original_question_text,answer_notes,raw_text
t01_2023_q1a,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,数据清洗的必要性、operational data,2023,2 May 13:00-15:00,Q1(a),解释为什么医院 operational data 在分析前必须清洗，并说明可用资源,high,new,1,2026-04-30 12:45,paper/DAwHPC-ExamPaper-2023.pdf,2,extracted/text/DAwHPC-ExamPaper-2023_page_02.txt,extracted/images/DAwHPC-ExamPaper-2023_page_02.png,"(a) The dataset is an example of Operational data which has not been gathered
for a speciﬁc analysis. Explain why it is vital to clean this data before it is
made available for analysis, and state two resources you could use to assist
with the cleaning.
[3 marks]",,"数据清洗的必要性、operational data	2023, 2 May 13:00-15:00	Q1(a)	解释为什么医院 operational data 在分析前必须清洗，并说明可用资源"
t01_2023_q1c,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,数据清洗 workflow 设计,2023,2 May 13:00-15:00,Q1(c),针对医院 CSV 数据制定完整 cleaning plan,high,new,1,2026-04-30 12:45,paper/DAwHPC-ExamPaper-2023.pdf,2,extracted/text/DAwHPC-ExamPaper-2023_page_02.txt,extracted/images/DAwHPC-ExamPaper-2023_page_02.png,"(c) Create a plan for cleaning the dataset above, providing speciﬁc examples of
tasks at each step in the Data Cleaning workﬂow. You should assume that
HPC is not required for this task.
[12 marks]",,"数据清洗 workflow 设计	2023, 2 May 13:00-15:00	Q1(c)	针对医院 CSV 数据制定完整 cleaning plan"
t01_2023_q1d,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,验证清洗后数据中的统计假设,2023,2 May 13:00-15:00,Q1(d),用 cleaned data 验证不同 admission type 的 length of stay 差异,high,new,1,2026-04-30 12:45,paper/DAwHPC-ExamPaper-2023.pdf,2,extracted/text/DAwHPC-ExamPaper-2023_page_02.txt,extracted/images/DAwHPC-ExamPaper-2023_page_02.png,"(d) Brieﬂy describe how you could verify the following statement using the
cleaned data: “For each hospital, the average length of stay per year should
be much higher for transfers than any other admission type”.
[2 marks]",,"验证清洗后数据中的统计假设	2023, 2 May 13:00-15:00	Q1(d)	用 cleaned data 验证不同 admission type 的 length of stay 差异"
t01_2024_q1aii,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,tidy data 三原则,2024,6 May 13:00-15:00,Q1(a)(ii),直接问 tidy data 的三条原则,high,new,1,2026-04-30 12:45,paper/HPDA_Exam_Questions_2023_24.pdf,2,extracted/text/HPDA_Exam_Questions_2023_24_page_02.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_02.png,"ii. State the three main principles of tidy data.
[3 marks]",,"tidy data 三原则	2024, 6 May 13:00-15:00	Q1(a)(ii)	直接问 tidy data 的三条原则"
t01_2024_q1ai,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,streaming dataset 数据一致性清洗,2024,6 May 13:00-15:00,Q1(a)(i),针对音乐播放数据说明如何使数据 consistent,high,new,1,2026-04-30 12:45,paper/HPDA_Exam_Questions_2023_24.pdf,2,extracted/text/HPDA_Exam_Questions_2023_24_page_02.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_02.png,"i. Describe the steps that could be taken to make the streaming dataset
consistent.
[3 marks]",,"streaming dataset 数据一致性清洗	2024, 6 May 13:00-15:00	Q1(a)(i)	针对音乐播放数据说明如何使数据 consistent"
t01_2024_q1aiii,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,common untidiness issue,2024,6 May 13:00-15:00,Q1(a)(iii),识别数据表中的 untidy 问题并提出修复方法,high,new,1,2026-04-30 12:45,paper/HPDA_Exam_Questions_2023_24.pdf,2,extracted/text/HPDA_Exam_Questions_2023_24_page_02.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_02.png,"iii. Which common data untidiness issue can be seen in the streaming
dataset?
Suggest an approach to fix the issue in this dataset.
[3 marks]",,"common untidiness issue	2024, 6 May 13:00-15:00	Q1(a)(iii)	识别数据表中的 untidy 问题并提出修复方法"
t01_2022_q2ai,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,raw data / DICOM metadata cleaning,2022,13 May 13:00-15:00,Q2(a)(i),找出 DICOM 表格中 technically incorrect 的 raw data 并说明清洗步骤,high,new,1,2026-04-30 12:45,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"i. DICOM can be viewed as a raw data format. Provide two examples
of raw data from the tables above that are not technically correct. For
each, identify a cleaning step which could be applied to that data.
[4 marks]",,"raw data / DICOM metadata cleaning	2022, 13 May 13:00-15:00	Q2(a)(i)	找出 DICOM 表格中 technically incorrect 的 raw data 并说明清洗步骤"
t01_2022_q2aii,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,数据一致性类型,2022,13 May 13:00-15:00,Q2(a)(ii),说明 DICOM metadata 中违反了哪些 consistency,high,new,1,2026-04-30 12:45,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"ii. What types of data consistency are violated, and how?
[4 marks]",,"数据一致性类型	2022, 13 May 13:00-15:00	Q2(a)(ii)	说明 DICOM metadata 中违反了哪些 consistency"
t01_2022_q1a,1,1. 数据清洗、数据整理、ETL/ELT、数据一致性,ETL vs ELT,2022,13 May 13:00-15:00,Q1(a),三个场景判断 ETL 或 ELT，并给出理由,high,new,1,2026-04-30 12:45,paper/DAwHPC-ExamPaper-2022.pdf,2,extracted/text/DAwHPC-ExamPaper-2022_page_02.txt,extracted/images/DAwHPC-ExamPaper-2022_page_02.png,"(a) In the three scenarios given below consider whether ETL or ELT would be
most appropriate and justify your answer:
i. A team within your company wants to detect anomalous insurance
claims.
ii. An organisation wishes to keep a long-term data archive for analysis.
iii. A secure data source houses highly sensitive data, including individuals’
personal information
[3 marks]",.213132,"ETL vs ELT	2022, 13 May 13:00-15:00	Q1(a)	三个场景判断 ETL 或 ELT，并给出理由"
t02_2023_q1b,2,2. 数据编码、特征缩放、数据探索,categorical variable encoding,2023,2 May 13:00-15:00,Q1(b),将 admission type 转换为 numerical model 可用形式，典型是 one-hot encoding,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,2,extracted/text/DAwHPC-ExamPaper-2023_page_02.txt,extracted/images/DAwHPC-ExamPaper-2023_page_02.png,"(b) Name the technique which could be applied to convert a categorical variable
for use by numerical models, and show how it would be applied to the
following data sample.
[2 marks]
Row
admission type
1
Emergency
2
Emergency
3
Transfer",,"categorical variable encoding	2023, 2 May 13:00-15:00	Q1(b)	将 admission type 转换为 numerical model 可用形式，典型是 one-hot encoding"
t02_2024_q2b,2,2. 数据编码、特征缩放、数据探索,normalization vs standardization,2024,6 May 13:00-15:00,Q2(b),解释两种 scaling，并判断有 outliers 时更适合哪种,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,4,extracted/text/HPDA_Exam_Questions_2023_24_page_04.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_04.png,"(b) In k-NN, Feature Scaling is important to ensure the model is not
dominated by features with larger values. Explain how Normalization and
Standardization each affect feature values. Justify which one is more
suited for a feature known to have outliers.
[4 marks]",,"normalization vs standardization	2024, 6 May 13:00-15:00	Q2(b)	解释两种 scaling，并判断有 outliers 时更适合哪种"
t02_2022_q1b,2,2. 数据编码、特征缩放、数据探索,feature scaling 对 k-means 的影响,2022,13 May 13:00-15:00,Q1(b),比较原始 units、standard deviation scaling、money spent 对 k-means 的影响,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,2,extracted/text/DAwHPC-ExamPaper-2022_page_02.txt,extracted/images/DAwHPC-ExamPaper-2022_page_02.png,"(b) Consider an online merchant only providing two products: lamps and mo-
torbikes. The plots below illustrate the purchases of eight diﬀerent shoppers
where each shopper is depicted by a speciﬁc colour and symbol. Plot (a)
illustrates the number of lamps and motorbikes purchased by each shopper.
Plot (b) illustrates the same information but after scaling each variable by
its standard deviation. Lastly, plot (c) shows the amount of money spent
by each shopper on lamps and motorbikes.
0
2
4
6
8
10
12
a
Units Purchased
Lamps
Motorbikes
0.0
0.2
0.4
0.6
0.8
1.0
1.2
1.4
b
Units Purchased (scaled)
Lamps
Motorbikes
0
500
1000
1500
2000
2500
c
Money Spent
Lamps
Motorbikes
Consider you’re implementing k−means clustering, with k = 2, in each of
the three cases above. Brieﬂy, explain in general, how the scale/units of
measurement of the features could aﬀect k-means clustering. Speciﬁcally
for the above example, describe in words the results you expect to get in
each case and explain why.
[8 marks]",,"feature scaling 对 k-means 的影响	2022, 13 May 13:00-15:00	Q1(b)	比较原始 units、standard deviation scaling、money spent 对 k-means 的影响"
t02_2022_q1cii,2,2. 数据编码、特征缩放、数据探索,exploratory plots,2022,13 May 13:00-15:00,Q1(c)(ii),为材料科学数据选择探索性图表，并解释每个变量的作用,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,2,extracted/text/DAwHPC-ExamPaper-2022_page_02.txt,extracted/images/DAwHPC-ExamPaper-2022_page_02.png,"(c) A materials science research group requires your help to analyse some data
from simulations of a new material. A small sample of their data is shown
below and consist of the following three variables: “Type”, indicating the
category of an observation; “Distance” which is measured in their material
and “Shift”, a further property of the material.
i. The chemists in the group are interested in ﬁnding a way to decide
on the “Type” of a new observation using the above data. How can
you do that?
Mention what approach/method you’d choose, which
variable/variables would be used and how.
[2 marks]",,"exploratory plots	2022, 13 May 13:00-15:00	Q1(c)(ii)	为材料科学数据选择探索性图表，并解释每个变量的作用"
t02_2022_q1ciii,2,2. 数据编码、特征缩放、数据探索,removing data points / outlier handling,2022,13 May 13:00-15:00,Q1(c)(iii),讨论删除数据点对模型性能的影响,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,3,extracted/text/DAwHPC-ExamPaper-2022_page_03.txt,extracted/images/DAwHPC-ExamPaper-2022_page_03.png,"iii. The chemists looked into the performance of the model on the training
data and found that it wasn’t performing so well. However, they re-
alised, that the performance improved after removing some data points.
Discuss this approach. Explain how this could aﬀect the performance
of the new model.
[3 marks]
(d) A K-NN classiﬁer has been trained to a dataset with two features, X1, X2,
and one target variable with three classes. The plots below show scatterplots
of the features for the training data. The true class of each data point, A, B
and C, is denoted by triangle, circle and square markers respectively. The
dashed and straight lines show the classiﬁcation boundaries of the classiﬁer
when trained with K = 1, K = 30 and K = 110. These boundaries indicate
how new data points will be classiﬁed as indicated by the lower-case labels
a, b and c. For example, data points falling within the red area a will be
classiﬁed as a. Consider that there are 50 examples of each label in the
training data.
4
5
6
7
8
X2
1
2
3
4
5
6
X1
a
b
c
KNN (K=1)
4
5
6
7
8
X2
a
b
c
KNN (K=30)
4
5
6
7
8
X2
a
c
KNN (K=110)
A
B
C
a/b Boundary
b/c Boundary
Predict a
Predict b
Predict c",,"removing data points / outlier handling	2022, 13 May 13:00-15:00	Q1(c)(iii)	讨论删除数据点对模型性能的影响"
t03_2024_q1bi,3,3. 概率分布、参数估计、MLE,Bernoulli distribution,2024,6 May 13:00-15:00,Q1(b)(i),skipped/not skipped 二元变量建模,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,2,extracted/text/HPDA_Exam_Questions_2023_24_page_02.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_02.png,"i. What would be an appropriate distribution model for X and why?
State the parameters of the distribution and explain what they
illustrate.
[3 marks]",,"Bernoulli distribution	2024, 6 May 13:00-15:00	Q1(b)(i)	skipped/not skipped 二元变量建模"
t03_2024_q1bii,3,3. 概率分布、参数估计、MLE,Bernoulli variance derivation,2024,6 May 13:00-15:00,Q1(b)(ii),推导 Bernoulli 方差,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,2,extracted/text/HPDA_Exam_Questions_2023_24_page_02.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_02.png,"ii. Derive the formula for the variance of this distribution.
[3 marks]",,"Bernoulli variance derivation	2024, 6 May 13:00-15:00	Q1(b)(ii)	推导 Bernoulli 方差"
t03_2024_q1ci,3,3. 概率分布、参数估计、MLE,Binomial distribution,2024,6 May 13:00-15:00,Q1(c)(i),n 次播放中被 skipped 的次数建模,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,2,extracted/text/HPDA_Exam_Questions_2023_24_page_02.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_02.png,"i. What would be an appropriate distribution model for Y and why?
State the probability mass function.
[3 marks]",,"Binomial distribution	2024, 6 May 13:00-15:00	Q1(c)(i)	n 次播放中被 skipped 的次数建模"
t03_2024_q1cii,3,3. 概率分布、参数估计、MLE,MLE 参数估计,2024,6 May 13:00-15:00,Q1(c)(ii),说明如何估计 distribution 参数，写公式并解释步骤,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,2,extracted/text/HPDA_Exam_Questions_2023_24_page_02.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_02.png,"ii. What method would you use to estimate the most likely values for the
parameters of the chosen distribution model?
State the formula for the estimate and explain the different
components.
Describe and explain what steps you would follow to obtain it.
[7 marks]",,"MLE 参数估计	2024, 6 May 13:00-15:00	Q1(c)(ii)	说明如何估计 distribution 参数，写公式并解释步骤"
t03_2023_q2di,3,3. 概率分布、参数估计、MLE,Bernoulli response modelling,2023,2 May 13:00-15:00,Q2(d)(i),customer positive response 的二元分布建模,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,3,extracted/text/DAwHPC-ExamPaper-2023_page_03.txt,extracted/images/DAwHPC-ExamPaper-2023_page_03.png,"i. They plan to organise a dancing event on the last Thursday of May.
Use a Naive Bayes classiﬁer to answer whether it is going to be sold out
or not. Show all your working using appropriate notation.",,"Bernoulli response modelling	2023, 2 May 13:00-15:00	Q2(d)(i)	customer positive response 的二元分布建模"
t03_2022_q3a,3,3. 概率分布、参数估计、MLE,常见分布选择,2022,13 May 13:00-15:00,Q3(a),对 functioning devices、property value、daily complaints 选择合适分布,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,7,extracted/text/DAwHPC-ExamPaper-2022_page_07.txt,extracted/images/DAwHPC-ExamPaper-2022_page_07.png,"(a) In each of the below examples consider what could be an appropriate dis-
tribution for modelling the random variable X. Brieﬂy justify your answer
highlighting the key reasons.
i. X: The total number of functioning devices out of boxes of 50 devices
ii. X: The value, in thousand pounds, of two bedroom properties in Edin-
burgh.
iii. X: The daily number of complaints at the call centre of your energy
provider.
[3 marks]",,"常见分布选择	2022, 13 May 13:00-15:00	Q3(a)	对 functioning devices、property value、daily complaints 选择合适分布"
t04_2024_q2c,4,4. Bayes、Naive Bayes、Bayes’ Law,Bayes’ Law 计算 posterior probability,2024,6 May 13:00-15:00,Q2(c),用感染率、sensitivity、specificity 计算阳性后真实感染概率,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,4,extracted/text/HPDA_Exam_Questions_2023_24_page_04.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_04.png,"(c) A test for a new bacterial infection has been created and evaluated on a
population of 1,000 people, of which 2.5% are known to have the virus
and the rest do not. The test has been determined to be successful on
91% of people who are infected, and correctly dismisses 89% of people
who do not have the condition.
Using Bayes’ Law, calculate the probability that a positive test result on
someone from this population means they are infected.
[4 marks]",,"Bayes’ Law 计算 posterior probability	2024, 6 May 13:00-15:00	Q2(c)	用感染率、sensitivity、specificity 计算阳性后真实感染概率"
t04_2024_q2d,4,4. Bayes、Naive Bayes、Bayes’ Law,Naive Bayes 分类,2024,6 May 13:00-15:00,Q2(d),判断 cafe 是否应买 Competitive Strategy game,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,4,extracted/text/HPDA_Exam_Questions_2023_24_page_04.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_04.png,"(d) A board game caf´e wishes to determine which types of new game to buy
based on how popular its existing games are. They have collected data
from customers who have played their existing games:
Puzzle
Strategy
Card
Cooperative
Competitive
Y
34
76
65
47
75
N
23
12
56
157
23
In this table, row Y means the game is popular, and row N means it is not.
There are two features; Genre (Puzzle, Strategy, or Card), and Player
Type (Cooperative or Competitive).
Apply Bayes’ model to this data to justify whether the caf´e should stock a
new Competitive Strategy game.
[7 marks]",,"Naive Bayes 分类	2024, 6 May 13:00-15:00	Q2(d)	判断 cafe 是否应买 Competitive Strategy game"
t04_2024_q2eiii,4,4. Bayes、Naive Bayes、Bayes’ Law,Naive Bayes 新类别/特征扩展问题,2024,6 May 13:00-15:00,Q2(e)(i)(ii),游戏类型变多、加入 price feature 后模型如何修改,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,4,extracted/text/HPDA_Exam_Questions_2023_24_page_04.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_04.png,"i. They stock a much larger selection of game types.
[2 marks]
ii. They wish to include price as a feature.
[2 marks]",,"Naive Bayes 新类别/特征扩展问题	2024, 6 May 13:00-15:00	Q2(e)(i)(ii)	游戏类型变多、加入 price feature 后模型如何修改"
t04_2023_q2ci,4,4. Bayes、Naive Bayes、Bayes’ Law,Naive Bayes 分类,2023,2 May 13:00-15:00,Q2(c)(i),判断 dancing event on weekday 是否 sold out,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,3,extracted/text/DAwHPC-ExamPaper-2023_page_03.txt,extracted/images/DAwHPC-ExamPaper-2023_page_03.png,"i. They plan to organise a dancing event on the last Thursday of May.
Use a Naive Bayes classiﬁer to answer whether it is going to be sold out
or not. Show all your working using appropriate notation.",,"Naive Bayes 分类	2023, 2 May 13:00-15:00	Q2(c)(i)	判断 dancing event on weekday 是否 sold out"
t04_2023_q2cii,4,4. Bayes、Naive Bayes、Bayes’ Law,Naive Bayes 未见类别问题,2023,2 May 13:00-15:00,Q2(c)(ii),poetry writing event 是否可用已有 classifier 判断,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,3,extracted/text/DAwHPC-ExamPaper-2023_page_03.txt,extracted/images/DAwHPC-ExamPaper-2023_page_03.png,"ii. They consider organising a poetry writing event during June’s ﬁrst
weekend and they want to know if it’s going to be sold out. Can you
answer this using the provided data and/or the trained classiﬁer? If
yes, show and explain how but without making the actual calculation.
If not, explain why and suggest how you could approach it.",,"Naive Bayes 未见类别问题	2023, 2 May 13:00-15:00	Q2(c)(ii)	poetry writing event 是否可用已有 classifier 判断"
t04_2022_q3bi,4,4. Bayes、Naive Bayes、Bayes’ Law,Naive Bayes 分类,2022,13 May 13:00-15:00,Q3(b)(i),判断 music event on weekday 是否 sold out,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,7,extracted/text/DAwHPC-ExamPaper-2022_page_07.txt,extracted/images/DAwHPC-ExamPaper-2022_page_07.png,"i. They plan to organise a music event on the last Thursday of May. Use
a Naive Bayes classiﬁer to answer whether it is going to be sold-out or
not. Show all your working using adequate notation.
[8 marks]",,"Naive Bayes 分类	2022, 13 May 13:00-15:00	Q3(b)(i)	判断 music event on weekday 是否 sold out"
t04_2022_q3bii,4,4. Bayes、Naive Bayes、Bayes’ Law,Naive Bayes unseen category / smoothing,2022,13 May 13:00-15:00,Q3(b)(ii),drawing lesson 是未见类别，讨论如何处理,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,7,extracted/text/DAwHPC-ExamPaper-2022_page_07.txt,extracted/images/DAwHPC-ExamPaper-2022_page_07.png,"ii. For the ﬁrst time, they consider organising a drawing lesson during
June’s ﬁrst weekend and they want to know if it’s going to be sold out.
A. Can you answer this using the provided data and/or the trained
classiﬁer? If yes, show and explain how but without making the ac-
tual calculation. If not, explain why and suggest how you could ap-
proach it. In either case, mention anything that you would like/need
to communicate with them based on your approach.
[5 marks]",,"Naive Bayes unseen category / smoothing	2022, 13 May 13:00-15:00	Q3(b)(ii)	drawing lesson 是未见类别，讨论如何处理"
t05_2024_q2a,5,5. k-NN、k-means、DBSCAN、Gaussian Mixtures 聚类与分类,k-NN vs k-means 区别,2024,6 May 13:00-15:00,Q2(a),解释两个算法并说明关键差别,high,new,1,2026-04-30 12:47,paper/HPDA_Exam_Questions_2023_24.pdf,4,extracted/text/HPDA_Exam_Questions_2023_24_page_04.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_04.png,"(a) Briefly explain both k-nearest neighbors (k-NN) and k-means, and state
the key difference between them.
[3 marks]",,"k-NN vs k-means 区别	2024, 6 May 13:00-15:00	Q2(a)	解释两个算法并说明关键差别"
t05_2022_q1b,5,5. k-NN、k-means、DBSCAN、Gaussian Mixtures 聚类与分类,k-means 与 feature scaling,2022,13 May 13:00-15:00,Q1(b),分析不同 scale/units 对聚类结果的影响,high,new,1,2026-04-30 12:47,paper/DAwHPC-ExamPaper-2022.pdf,2,extracted/text/DAwHPC-ExamPaper-2022_page_02.txt,extracted/images/DAwHPC-ExamPaper-2022_page_02.png,"(b) Consider an online merchant only providing two products: lamps and mo-
torbikes. The plots below illustrate the purchases of eight diﬀerent shoppers
where each shopper is depicted by a speciﬁc colour and symbol. Plot (a)
illustrates the number of lamps and motorbikes purchased by each shopper.
Plot (b) illustrates the same information but after scaling each variable by
its standard deviation. Lastly, plot (c) shows the amount of money spent
by each shopper on lamps and motorbikes.
0
2
4
6
8
10
12
a
Units Purchased
Lamps
Motorbikes
0.0
0.2
0.4
0.6
0.8
1.0
1.2
1.4
b
Units Purchased (scaled)
Lamps
Motorbikes
0
500
1000
1500
2000
2500
c
Money Spent
Lamps
Motorbikes
Consider you’re implementing k−means clustering, with k = 2, in each of
the three cases above. Brieﬂy, explain in general, how the scale/units of
measurement of the features could aﬀect k-means clustering. Speciﬁcally
for the above example, describe in words the results you expect to get in
each case and explain why.
[8 marks]",,"k-means 与 feature scaling	2022, 13 May 13:00-15:00	Q1(b)	分析不同 scale/units 对聚类结果的影响"
t05_2022_q1ci,5,5. k-NN、k-means、DBSCAN、Gaussian Mixtures 聚类与分类,k-NN 分类任务设计,2022,13 May 13:00-15:00,Q1(c)(i),用 Distance 和 Shift 判断 Type,high,new,1,2026-04-30 12:47,paper/DAwHPC-ExamPaper-2022.pdf,2,extracted/text/DAwHPC-ExamPaper-2022_page_02.txt,extracted/images/DAwHPC-ExamPaper-2022_page_02.png,"i. The chemists in the group are interested in ﬁnding a way to decide
on the “Type” of a new observation using the above data. How can
you do that?
Mention what approach/method you’d choose, which
variable/variables would be used and how.
[2 marks]",,"k-NN 分类任务设计	2022, 13 May 13:00-15:00	Q1(c)(i)	用 Distance 和 Shift 判断 Type"
t05_2022_q1di,5,5. k-NN、k-means、DBSCAN、Gaussian Mixtures 聚类与分类,k-NN 中 K 的影响,2022,13 May 13:00-15:00,Q1(d)(i),讨论 K=1、K=30、K=110 对 decision boundary 的影响,high,new,1,2026-04-30 12:47,paper/DAwHPC-ExamPaper-2022.pdf,3,extracted/text/DAwHPC-ExamPaper-2022_page_03.txt,extracted/images/DAwHPC-ExamPaper-2022_page_03.png,"i. Considering how K-NN works, and with reference to the above plots
if helpful, discuss how K aﬀects the classiﬁcation and the classiﬁcation",,"k-NN 中 K 的影响	2022, 13 May 13:00-15:00	Q1(d)(i)	讨论 K=1、K=30、K=110 对 decision boundary 的影响"
t05_2022_q1dii,5,5. k-NN、k-means、DBSCAN、Gaussian Mixtures 聚类与分类,k-NN accuracy 解释,2022,13 May 13:00-15:00,Q1(d)(ii),根据 K=110 图解释 67% accuracy,high,new,1,2026-04-30 12:47,paper/DAwHPC-ExamPaper-2022.pdf,3,extracted/text/DAwHPC-ExamPaper-2022_page_03.txt,extracted/images/DAwHPC-ExamPaper-2022_page_03.png,"(d) A K-NN classiﬁer has been trained to a dataset with two features, X1, X2,
and one target variable with three classes. The plots below show scatterplots
of the features for the training data. The true class of each data point, A, B
and C, is denoted by triangle, circle and square markers respectively. The
dashed and straight lines show the classiﬁcation boundaries of the classiﬁer
when trained with K = 1, K = 30 and K = 110. These boundaries indicate
how new data points will be classiﬁed as indicated by the lower-case labels
a, b and c. For example, data points falling within the red area a will be
classiﬁed as a. Consider that there are 50 examples of each label in the
training data.
4
5
6
7
8
X2
1
2
3
4
5
6
X1
a
b
c
KNN (K=1)
4
5
6
7
8
X2
a
b
c
KNN (K=30)
4
5
6
7
8
X2
a
c
KNN (K=110)
A
B
C
a/b Boundary
b/c Boundary
Predict a
Predict b
Predict c
i. Considering how K-NN works, and with reference to the above plots
if helpful, discuss how K aﬀects the classiﬁcation and the classiﬁcation",,"k-NN accuracy 解释	2022, 13 May 13:00-15:00	Q1(d)(ii)	根据 K=110 图解释 67% accuracy"
t05_2023_q2a,5,5. k-NN、k-means、DBSCAN、Gaussian Mixtures 聚类与分类,clustering 方法识别,2023,2 May 13:00-15:00,Q2(a),从图判断 k-means、Gaussian Mixtures、DBSCAN,high,new,1,2026-04-30 12:47,paper/DAwHPC-ExamPaper-2023.pdf,3,extracted/text/DAwHPC-ExamPaper-2023_page_03.txt,extracted/images/DAwHPC-ExamPaper-2023_page_03.png,"(a) The plots given below show the results of diﬀerent clustering methods used
on 3 diﬀerent datasets. Looking at these, which of k-means, Gaussian Mix-
tures and DBSCAN is most likely to have produced each clustering output?
Justify your answer based on the properties and underlying assumptions of
each method.
[3 marks]",,"clustering 方法识别	2023, 2 May 13:00-15:00	Q2(a)	从图判断 k-means、Gaussian Mixtures、DBSCAN"
