stable_id,topic_id,topic_group,knowledge_point,year,exam_time,question_number,question_summary,topic_priority,review_status,practice_count,last_practiced,source_pdf,source_page,source_text_file,source_image,original_question_text,answer_notes,raw_text
t05_2023_q2b,5,5. k-NN、k-means、DBSCAN、Gaussian Mixtures 聚类与分类,DBSCAN core/reachable/outlier 判断,2023,2 May 13:00-15:00,Q2(b),根据 epsilon 和 minPts 判断点类型,high,new,1,2026-04-30 12:47,paper/DAwHPC-ExamPaper-2023.pdf,3,extracted/text/DAwHPC-ExamPaper-2023_page_03.txt,extracted/images/DAwHPC-ExamPaper-2023_page_03.png,"(b) Let x be a datapoint with x1, ..., x9 denoting its closest neighbours, with
their Euclidean distances from x listed below. Explain how DBSCAN would
classify x, i.e., core point, density reachable or outlier, if parametrised with
ϵ = 0.12 and minPts = 3, and brieﬂy justify why.
D(x, x1)
=
0.4, D(x, x2) = 0.08, D(x, x3) = 0.15, D(x, x4) = 0.2,
D(x, x5)
=
0.3, D(x, x6) = 0.22, D(x, x7) = 0.06, D(x, x8) = 0.11, D(x, x9) = 0.1
[2 marks]",,"DBSCAN core/reachable/outlier 判断	2023, 2 May 13:00-15:00	Q2(b)	根据 epsilon 和 minPts 判断点类型"
t06_2023_q1e,6,6. Random Forest、Bagging、Bootstrap、OOB Error,bootstrap aggregation 和 OOB error,2023,2 May 13:00-15:00,Q1(e),在 Random Forest context 中解释 bagging 和 OOB error,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,2,extracted/text/DAwHPC-ExamPaper-2023_page_02.txt,extracted/images/DAwHPC-ExamPaper-2023_page_02.png,"(e) A researcher wishes to train a Random Forest classiﬁer using the cleaned
data to predict future admission rates. Explain what the terms “bootstrap
aggregation” and “out of bag (OOB) error” mean in this context.
[2 marks]",,"bootstrap aggregation 和 OOB error	2023, 2 May 13:00-15:00	Q1(e)	在 Random Forest context 中解释 bagging 和 OOB error"
t06_2023_q1f,6,6. Random Forest、Bagging、Bootstrap、OOB Error,optimal number of trees experiment,2023,2 May 13:00-15:00,Q1(f),设计实验找 Random Forest 的最佳 tree 数,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,2,extracted/text/DAwHPC-ExamPaper-2023_page_02.txt,extracted/images/DAwHPC-ExamPaper-2023_page_02.png,"(f) Describe an experiment you could perform to determine the optimal number
of trees to include in a Random Forest classiﬁer.
[4 marks]",,"optimal number of trees experiment	2023, 2 May 13:00-15:00	Q1(f)	设计实验找 Random Forest 的最佳 tree 数"
t06_2024_q2fi,6,6. Random Forest、Bagging、Bootstrap、OOB Error,bagging 基本概念,2024,6 May 13:00-15:00,Q2(f)(i),解释 bootstrap sampling,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,4,extracted/text/HPDA_Exam_Questions_2023_24_page_04.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_04.png,"i. Explain what bootstrap sampling is.
[1 mark]",,"bagging 基本概念	2024, 6 May 13:00-15:00	Q2(f)(i)	解释 bootstrap sampling"
t06_2024_q2fii,6,6. Random Forest、Bagging、Bootstrap、OOB Error,classification/regression aggregation,2024,6 May 13:00-15:00,Q2(f)(ii),分类用 majority vote，回归用 average,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,4,extracted/text/HPDA_Exam_Questions_2023_24_page_04.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_04.png,"ii. State how results are aggregated for both classification and
regression tasks.
[2 marks]",,"classification/regression aggregation	2024, 6 May 13:00-15:00	Q2(f)(ii)	分类用 majority vote，回归用 average"
t07_2023_q2dii,7,7. Logistic Regression、Linear Regression、Gradient Descent、Generalisation Error,logistic regression hypothesis,2023,2 May 13:00-15:00,Q2(d)(ii),定义 logistic regression 模型并说明如何预测 positive response,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,3,extracted/text/DAwHPC-ExamPaper-2023_page_03.txt,extracted/images/DAwHPC-ExamPaper-2023_page_03.png,"ii. They consider organising a poetry writing event during June’s ﬁrst
weekend and they want to know if it’s going to be sold out. Can you
answer this using the provided data and/or the trained classiﬁer? If
yes, show and explain how but without making the actual calculation.
If not, explain why and suggest how you could approach it.",,"logistic regression hypothesis	2023, 2 May 13:00-15:00	Q2(d)(ii)	定义 logistic regression 模型并说明如何预测 positive response"
t07_2023_q2diii,7,7. Logistic Regression、Linear Regression、Gradient Descent、Generalisation Error,logistic vs linear regression,2023,2 May 13:00-15:00,Q2(d)(iii),判断 linear regression 是否适合二分类,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,1,extracted/text/DAwHPC-ExamPaper-2023_page_01.txt,extracted/images/DAwHPC-ExamPaper-2023_page_01.png,"2. DIFFERENT SUB-QUESTIONS MAY HAVE DIFFERENT NUM-
BERS. Take note of this in allocating time to questions.",,"logistic vs linear regression	2023, 2 May 13:00-15:00	Q2(d)(iii)	判断 linear regression 是否适合二分类"
t07_2023_q3eii,7,7. Logistic Regression、Linear Regression、Gradient Descent、Generalisation Error,multiple linear regression prediction,2023,2 May 13:00-15:00,Q3(e)(ii),预测 Edinburgh store 各 department 的 December 2023 sales,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"ii. What method should be used to combine time-based data and how
should it be aggregated?
[5 marks]
(b) To handle the large amount of data, you need to make full use of a HPC
machine and use either Spark (using PySpark) or Dask.",,"multiple linear regression prediction	2023, 2 May 13:00-15:00	Q3(e)(ii)	预测 Edinburgh store 各 department 的 December 2023 sales"
t07_2023_q3ei,7,7. Logistic Regression、Linear Regression、Gradient Descent、Generalisation Error,fitted linear model visualization,2023,2 May 13:00-15:00,Q3(e)(i),重组数据并画 observed data + fitted model,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"i. What columns are required, how should the table be indexed and what
data types should be used?",,"fitted linear model visualization	2023, 2 May 13:00-15:00	Q3(e)(i)	重组数据并画 observed data + fitted model"
t07_2022_q3ci,7,7. Logistic Regression、Linear Regression、Gradient Descent、Generalisation Error,learning rate,2022,13 May 13:00-15:00,Q3(c)(i),解释 gradient descent 中 learning rate α,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,7,extracted/text/DAwHPC-ExamPaper-2022_page_07.txt,extracted/images/DAwHPC-ExamPaper-2022_page_07.png,"i. In this context, what is the learning rate α?
[2 marks]",,"learning rate	2022, 13 May 13:00-15:00	Q3(c)(i)	解释 gradient descent 中 learning rate α"
t07_2022_q3cii,7,7. Logistic Regression、Linear Regression、Gradient Descent、Generalisation Error,learning rate 曲线判断,2022,13 May 13:00-15:00,Q3(c)(ii),根据 cost function 曲线判断 α 太大/太小/合适,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,7,extracted/text/DAwHPC-ExamPaper-2022_page_07.txt,extracted/images/DAwHPC-ExamPaper-2022_page_07.png,"ii. Below you are given three plots of a cost function J(θ) against the num-
ber iterations performed by the gradient descent algorithm. Each plot,
concerns the same data, training model, same total number number of",,"learning rate 曲线判断	2022, 13 May 13:00-15:00	Q3(c)(ii)	根据 cost function 曲线判断 α 太大/太小/合适"
t07_2022_q3d,7,7. Logistic Regression、Linear Regression、Gradient Descent、Generalisation Error,generalisation error / testing error,2022,13 May 13:00-15:00,Q3(d),判断关于 generalisation error 和 error rate 的选择题,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,7,extracted/text/DAwHPC-ExamPaper-2022_page_07.txt,extracted/images/DAwHPC-ExamPaper-2022_page_07.png,"3.
(a) In each of the below examples consider what could be an appropriate dis-
tribution for modelling the random variable X. Brieﬂy justify your answer
highlighting the key reasons.
i. X: The total number of functioning devices out of boxes of 50 devices
ii. X: The value, in thousand pounds, of two bedroom properties in Edin-
burgh.
iii. X: The daily number of complaints at the call centre of your energy
provider.
[3 marks]
(b) A big popular theatre in Edinburgh has asked your help to understand how
successful are the events they organise. More speciﬁcally, they want to know
whether an event will be sold-out or not. For this, you’re given a csv ﬁle
with three variables, namely, Y : showing the status of the event (i.e., if it
was sold out or not), X1 : the type of the event (i.e., if it was a theatrical
event or a music event) and X2 : whether it took place during the weekend
or not. After processing the data you bring them together in the below
format.
theatrical
music
event
event
sold-out
100
90
not sold out
50
20
week-day
weekend
sold out
80
110
not sold out
40
30
i. They plan to organise a music event on the last Thursday of May. Use
a Naive Bayes classiﬁer to answer whether it is going to be sold-out or
not. Show all your working using adequate notation.
[8 marks]
ii. For the ﬁrst time, they consider organising a drawing lesson during
June’s ﬁrst weekend and they want to know if it’s going to be sold out.
A. Can you answer this using the provided data and/or the trained
classiﬁer? If yes, show and explain how but without making the ac-
tual calculation. If not, explain why and suggest how you could ap-
proach it. In either case, mention anything that you would like/need
to communicate with them based on your approach.
[5 marks]
(c) In the process of training various supervised models, we’ve talked about
optimization methods such as gradient descent and stochastic gradient de-
scent.
i. In this context, what is the learning rate α?
[2 marks]
ii. Below you are given three plots of a cost function J(θ) against the num-
ber iterations performed by the gradient descent algorithm. Each plot,
concerns the same data, training model, same total number number of",,"generalisation error / testing error	2022, 13 May 13:00-15:00	Q3(d)	判断关于 generalisation error 和 error rate 的选择题"
t08_2022_q2ci,8,8. Decision Tree、Confusion Matrix、Classifier Evaluation,decision tree 分类路径,2022,13 May 13:00-15:00,Q2(c)(i),根据 TE、TR、HC 在树中走路径判断 T1/T2,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"(c) After initial analysis, the researcher has found Scan Description to be an
unreliable indicator of the scan type. Three new metadata ﬁelds have been
chosen to build a Decision Tree classiﬁer: Echo Time (TE), Repetition Time
(TR), and High Contrast (HC). TE and TR are numeric variables, and HC
is a boolean variable. The two possible scan types are T1 and T2. Using a
labelled subset of the data, the following tree has been built.",,"decision tree 分类路径	2022, 13 May 13:00-15:00	Q2(c)(i)	根据 TE、TR、HC 在树中走路径判断 T1/T2"
t08_2022_q2cii,8,8. Decision Tree、Confusion Matrix、Classifier Evaluation,confusion matrix,2022,13 May 13:00-15:00,Q2(c)(ii),以 T1 为 positive class 构建 confusion matrix,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"(c) After initial analysis, the researcher has found Scan Description to be an
unreliable indicator of the scan type. Three new metadata ﬁelds have been
chosen to build a Decision Tree classiﬁer: Echo Time (TE), Repetition Time
(TR), and High Contrast (HC). TE and TR are numeric variables, and HC
is a boolean variable. The two possible scan types are T1 and T2. Using a
labelled subset of the data, the following tree has been built.",,"confusion matrix	2022, 13 May 13:00-15:00	Q2(c)(ii)	以 T1 为 positive class 构建 confusion matrix"
t08_2022_q2cii,8,8. Decision Tree、Confusion Matrix、Classifier Evaluation,TPR / TNR,2022,13 May 13:00-15:00,Q2(c)(ii),计算 True Positive Rate 和 True Negative Rate,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"(c) After initial analysis, the researcher has found Scan Description to be an
unreliable indicator of the scan type. Three new metadata ﬁelds have been
chosen to build a Decision Tree classiﬁer: Echo Time (TE), Repetition Time
(TR), and High Contrast (HC). TE and TR are numeric variables, and HC
is a boolean variable. The two possible scan types are T1 and T2. Using a
labelled subset of the data, the following tree has been built.",,"TPR / TNR	2022, 13 May 13:00-15:00	Q2(c)(ii)	计算 True Positive Rate 和 True Negative Rate"
t08_2022_q2ciii,8,8. Decision Tree、Confusion Matrix、Classifier Evaluation,decision tree 中重复使用 boolean feature,2022,13 May 13:00-15:00,Q2(c)(iii),解释为什么 HC 可以在不同分支中重复使用,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"(c) After initial analysis, the researcher has found Scan Description to be an
unreliable indicator of the scan type. Three new metadata ﬁelds have been
chosen to build a Decision Tree classiﬁer: Echo Time (TE), Repetition Time
(TR), and High Contrast (HC). TE and TR are numeric variables, and HC
is a boolean variable. The two possible scan types are T1 and T2. Using a
labelled subset of the data, the following tree has been built.",,"decision tree 中重复使用 boolean feature	2022, 13 May 13:00-15:00	Q2(c)(iii)	解释为什么 HC 可以在不同分支中重复使用"
t08_2022_q2civ,8,8. Decision Tree、Confusion Matrix、Classifier Evaluation,binary classifier comparison,2022,13 May 13:00-15:00,Q2(c)(iv),比较两个 binary classifiers 的性能,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"(c) After initial analysis, the researcher has found Scan Description to be an
unreliable indicator of the scan type. Three new metadata ﬁelds have been
chosen to build a Decision Tree classiﬁer: Echo Time (TE), Repetition Time
(TR), and High Contrast (HC). TE and TR are numeric variables, and HC
is a boolean variable. The two possible scan types are T1 and T2. Using a
labelled subset of the data, the following tree has been built.",,"binary classifier comparison	2022, 13 May 13:00-15:00	Q2(c)(iv)	比较两个 binary classifiers 的性能"
t09_2022_q2b,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,大规模 DICOM metadata 并行处理,2022,13 May 13:00-15:00,Q2(b),处理 1 million+ DICOM images，并说明每一步如何使用 parallelism,high,new,0,,paper/DAwHPC-ExamPaper-2022.pdf,5,extracted/text/DAwHPC-ExamPaper-2022_page_05.txt,extracted/images/DAwHPC-ExamPaper-2022_page_05.png,"(b)
The remainder of this question does not relate to the metadata tables in
part a).
A researcher wishes to extract and analyse metadata from a dataset of over
1 million raw DICOM images collected from hospitals across Scotland. They
are initially interested in analysing the frequency of two types of MRI scan,
which they believe can be found in the Scan Description metadata ﬁelds of
each ﬁle. Describe the steps you would take to tackle this problem, stating
how parallelism can be utilised in each step.
[8 marks]",,"大规模 DICOM metadata 并行处理	2022, 13 May 13:00-15:00	Q2(b)	处理 1 million+ DICOM images，并说明每一步如何使用 parallelism"
t09_2023_q3bi,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,Spark vs Dask on SLURM,2023,2 May 13:00-15:00,Q3(b)(i),比较 Spark 和 Dask 在 SLURM 上的 setup 和 task execution,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"i. How do Spark and Dask setups diﬀer in terms of the way the SLURM
job scheduler is used and how are computation tasks executed?",,"Spark vs Dask on SLURM	2023, 2 May 13:00-15:00	Q3(b)(i)	比较 Spark 和 Dask 在 SLURM 上的 setup 和 task execution"
t09_2023_q3bii,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,spark.read.csv / dask.dataframe.read_csv,2023,2 May 13:00-15:00,Q3(b)(ii),说明读取 CSV paths 后产生什么对象,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"ii. To load the data, Spark and Dask can read in lists of paths to CSV ﬁles.
Describe what spark.read.csv() and dask.dataframe.read csv()
do and what they produce.
[6 marks]",,"spark.read.csv / dask.dataframe.read_csv	2023, 2 May 13:00-15:00	Q3(b)(ii)	说明读取 CSV paths 后产生什么对象"
t09_2023_q3ci,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,Spark Pipeline Transformer / Estimator,2023,2 May 13:00-15:00,Q3(c)(i),判断 pipeline stages 是 Transformer 还是 Estimator,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"(c) The Spark Pipeline diagram below represents a process to model the
String-n-Keys data.",,"Spark Pipeline Transformer / Estimator	2023, 2 May 13:00-15:00	Q3(c)(i)	判断 pipeline stages 是 Transformer 还是 Estimator"
t09_2023_q3ci,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,narrow vs wide transformation,2023,2 May 13:00-15:00,Q3(c)(i),判断 Spark transformation 类型,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"(c) The Spark Pipeline diagram below represents a process to model the
String-n-Keys data.",,"narrow vs wide transformation	2023, 2 May 13:00-15:00	Q3(c)(i)	判断 Spark transformation 类型"
t09_2023_q3cii,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,PipelineModel,2023,2 May 13:00-15:00,Q3(c)(ii),说明训练后的 PipelineModel 可做什么,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"(c) The Spark Pipeline diagram below represents a process to model the
String-n-Keys data.",,"PipelineModel	2023, 2 May 13:00-15:00	Q3(c)(ii)	说明训练后的 PipelineModel 可做什么"
t09_2023_q3diii,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,Dask delayed task graph,2023,2 May 13:00-15:00,Q3(d)(i)(ii),画 task graph 并计算 result.compute(),high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"i. What columns are required, how should the table be indexed and what
data types should be used?
ii. What method should be used to combine time-based data and how
should it be aggregated?
[5 marks]
(b) To handle the large amount of data, you need to make full use of a HPC
machine and use either Spark (using PySpark) or Dask.
i. How do Spark and Dask setups diﬀer in terms of the way the SLURM
job scheduler is used and how are computation tasks executed?
ii. To load the data, Spark and Dask can read in lists of paths to CSV ﬁles.
Describe what spark.read.csv() and dask.dataframe.read csv()
do and what they produce.
[6 marks]
(c) The Spark Pipeline diagram below represents a process to model the
String-n-Keys data.",,"Dask delayed task graph	2023, 2 May 13:00-15:00	Q3(d)(i)(ii)	画 task graph 并计算 result.compute()"
t09_2023_q3diii,9,9. HPC Data Analytics：Spark、Dask、SLURM、Parallel Data Processing,Dask partitions / repartition,2023,2 May 13:00-15:00,Q3(d)(iii),说明初始 partitions 和高效 repartition 方法,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"3. You are tasked with analysing sales data for a musical instrument retailer, Strings-
n-Keys. The retailer has 5 years of sales data, from 10 physical stores and an
online store, comprising 600 ﬁles for monthly in-person sales, and 260 ﬁles for
weekly online sales. Example data are shown below.
In-person
Sales,
showing
line
1
from
4
CSV
ﬁles.
date
store
department
type
maker
model
price
01-01-18
Edinburgh
Guitars
Guitar
Fender
Strat
999.00
01-01-18
Glasgow
Drums
Drum kit
Gretsch
BC50
1849.00
01-02-18
Dundee
Guitars
Guitar
Gibson
LP
1399.00
01-02-18
Bristol
Keys
Keyboard
Nord
X300
2199.00
Online
Sales,
showing
3
lines
from
a
single
CSV
ﬁle.
datetime
department
type
maker
model
price
shipping
20-01-2019
Keys
Keyboard
Casio
88Pro
1299.00
30.00
12:36:21
20-01-2019
Drums
Drum stool
Gnu
Red15
149.00
30.00
12:42:19
20-01-2019
Recording
Interface
UA
Volt1
114.99
10.00
13:01:09
The client would like to see monthly sales and yearly sales for each of 10 depart-
ments across all stores and to predict future sales. To complete this work, you
have at your disposal a small HPC machine featuring 8 compute nodes, each with
12 CPU cores and 96 GB RAM, that uses the SLURM job scheduler.
(a) You begin by designing a single table combining in-person and online sales,
assuming all stores have the same departments.
i. What columns are required, how should the table be indexed and what
data types should be used?
ii. What method should be used to combine time-based data and how
should it be aggregated?
[5 marks]
(b) To handle the large amount of data, you need to make full use of a HPC
machine and use either Spark (using PySpark) or Dask.
i. How do Spark and Dask setups diﬀer in terms of the way the SLURM
job scheduler is used and how are computation tasks executed?
ii. To load the data, Spark and Dask can read in lists of paths to CSV ﬁles.
Describe what spark.read.csv() and dask.dataframe.read csv()
do and what they produce.
[6 marks]
(c) The Spark Pipeline diagram below represents a process to model the
String-n-Keys data.",,"Dask partitions / repartition	2023, 2 May 13:00-15:00	Q3(d)(iii)	说明初始 partitions 和高效 repartition 方法"
t10_2023_q3ai,10,10. Time Series / Sales Data Aggregation / Table Design,设计 combined sales table,2023,2 May 13:00-15:00,Q3(a)(i),合并 physical sales 和 online sales，说明 columns、index、data types,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"i. What columns are required, how should the table be indexed and what
data types should be used?",,"设计 combined sales table	2023, 2 May 13:00-15:00	Q3(a)(i)	合并 physical sales 和 online sales，说明 columns、index、data types"
t10_2023_q3aii,10,10. Time Series / Sales Data Aggregation / Table Design,time-based aggregation,2023,2 May 13:00-15:00,Q3(a)(ii),月销售、年销售 aggregation,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"ii. What method should be used to combine time-based data and how
should it be aggregated?
[5 marks]",,"time-based aggregation	2023, 2 May 13:00-15:00	Q3(a)(ii)	月销售、年销售 aggregation"
t10_2023_q3ei,10,10. Time Series / Sales Data Aggregation / Table Design,physical vs online yearly sales comparison,2023,2 May 13:00-15:00,Q3(e)(i),重新组织数据并画 scatter plot + fitted model,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"i. What columns are required, how should the table be indexed and what
data types should be used?",,"physical vs online yearly sales comparison	2023, 2 May 13:00-15:00	Q3(e)(i)	重新组织数据并画 scatter plot + fitted model"
t10_2023_q3eii,10,10. Time Series / Sales Data Aggregation / Table Design,future sales prediction,2023,2 May 13:00-15:00,Q3(e)(ii),用 multiple linear regression 预测 December 2023 sales,high,new,0,,paper/DAwHPC-ExamPaper-2023.pdf,5,extracted/text/DAwHPC-ExamPaper-2023_page_05.txt,extracted/images/DAwHPC-ExamPaper-2023_page_05.png,"ii. What method should be used to combine time-based data and how
should it be aggregated?
[5 marks]
(b) To handle the large amount of data, you need to make full use of a HPC
machine and use either Spark (using PySpark) or Dask.",,"future sales prediction	2023, 2 May 13:00-15:00	Q3(e)(ii)	用 multiple linear regression 预测 December 2023 sales"
t11_2024_q3a,11,11. Neural Networks、FeedForward NN、Transformers,neural network 基本概念,2024,6 May 13:00-15:00,Q3(a),解释 NN、deep NN，并给两个 use cases,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,5,extracted/text/HPDA_Exam_Questions_2023_24_page_05.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_05.png,"(a) Briefly describe what a neural network is. In your answer explain what is
meant by a deep neural network, and give two example use cases of a
neural network.
[5 marks]",,"neural network 基本概念	2024, 6 May 13:00-15:00	Q3(a)	解释 NN、deep NN，并给两个 use cases"
t11_2024_q3b,11,11. Neural Networks、FeedForward NN、Transformers,FeedForward NN 结构图,2024,6 May 13:00-15:00,Q3(b),画简单 FNN 并解释 layers 和 forward process,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,5,extracted/text/HPDA_Exam_Questions_2023_24_page_05.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_05.png,"(b) Draw a simple FeedForward neural network. Briefly explain the layers and
the main steps of how it works.
[9 marks]",,"FeedForward NN 结构图	2024, 6 May 13:00-15:00	Q3(b)	画简单 FNN 并解释 layers 和 forward process"
t11_2024_q3c,11,11. Neural Networks、FeedForward NN、Transformers,neuron 工作原理,2024,6 May 13:00-15:00,Q3(c),解释 weighted sum、bias、activation function、non-linearity,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,5,extracted/text/HPDA_Exam_Questions_2023_24_page_05.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_05.png,"(c) Describe how an individual neuron works. In your answer, explain how a
neuron achieves non-linear functionality.
[4 marks]",,"neuron 工作原理	2024, 6 May 13:00-15:00	Q3(c)	解释 weighted sum、bias、activation function、non-linearity"
t11_2024_q3d,11,11. Neural Networks、FeedForward NN、Transformers,NN limitations,2024,6 May 13:00-15:00,Q3(d),说明三个限制,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,5,extracted/text/HPDA_Exam_Questions_2023_24_page_05.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_05.png,"(d) Briefly describe three limitations of neural networks.
[3 marks]",,"NN limitations	2024, 6 May 13:00-15:00	Q3(d)	说明三个限制"
t11_2024_q3e,11,11. Neural Networks、FeedForward NN、Transformers,Transformer benefits,2024,6 May 13:00-15:00,Q3(e),解释 Transformer architecture 的四个优点,high,new,0,,paper/HPDA_Exam_Questions_2023_24.pdf,5,extracted/text/HPDA_Exam_Questions_2023_24_page_05.txt,extracted/images/HPDA_Exam_Questions_2023_24_page_05.png,"(e) Briefly explain four benefits of using the Transformer Architecture.
[4 marks]",,"Transformer benefits	2024, 6 May 13:00-15:00	Q3(e)	解释 Transformer architecture 的四个优点"
